cell_id,task_id,condition,seed,original_response_sha256,original_response_byte_length,method1_evaluated_artifact_sha256,method1_candidate_hash,method1_raw_response_sha256,method1_artifact_vs_candidate_differ,method2_raw_source_sha256,method2_raw_source_actual_sha256_recomputed,method2_final_source_sha256,method2_extraction_method,method2_extraction_status,source_byte_length_method2_raw,parse_status_method2_raw,method1_final_status,method1_g1_parse,method1_eligibility_record_exists,method2_raw_status,status_changes,method1_eligibility_source_present,method1_healer_eligible,method1_eligibility_reason,method1_matched_rule_probe,method2_eligible,method2_rule_id,method2_rule_triggered,method2_source_changed_flag,artifact_vs_m2raw_source_differ,candidate_vs_m2raw_source_differ,eligibility_only_diff,classification
qwen3_5_4b__ce115_calc_exact_rational_expression_l1__ab2d__seed_2026072001,ce115_calc_exact_rational_expression_l1,ab2d,2026072001,913888023a229884abdc53086119171ae31aebf7fa20d3396128ea40691f9693,2023,d528a1177e6f10f77ae8da0b3429d4223af97eb8bc41f865cb76b6ff795217ce,913888023a229884abdc53086119171ae31aebf7fa20d3396128ea40691f9693,913888023a229884abdc53086119171ae31aebf7fa20d3396128ea40691f9693,True,913888023a229884abdc53086119171ae31aebf7fa20d3396128ea40691f9693,913888023a229884abdc53086119171ae31aebf7fa20d3396128ea40691f9693,913888023a229884abdc53086119171ae31aebf7fa20d3396128ea40691f9693,plain_text,extracted,2023,syntax_error,FAILED,FAIL,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,normalization_only
qwen3_5_4b__ce115_calc_exact_rational_expression_l1__ab2d__seed_2026072002,ce115_calc_exact_rational_expression_l1,ab2d,2026072002,4ba4dd6809ce27f62acc69840233739cb608469491c4959312a9ba98b4563908,1340,4779ce02530e17ea323c3fa75b831267b1b27ddcd91ffe5d01bfb8333d5b19e7,4ba4dd6809ce27f62acc69840233739cb608469491c4959312a9ba98b4563908,4ba4dd6809ce27f62acc69840233739cb608469491c4959312a9ba98b4563908,True,4ba4dd6809ce27f62acc69840233739cb608469491c4959312a9ba98b4563908,4ba4dd6809ce27f62acc69840233739cb608469491c4959312a9ba98b4563908,4ba4dd6809ce27f62acc69840233739cb608469491c4959312a9ba98b4563908,plain_text,extracted,1340,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce115_calc_exact_rational_expression_l1__ab2d__seed_2026072003,ce115_calc_exact_rational_expression_l1,ab2d,2026072003,0e55c7d9da473fb35ec1d0272b6774e747ef04be798119c2bf54392dcd7dcfa1,1810,eccd3b6f431f5b8294ca65cab4680c17b5410d124d5e05542c58ec9d6e7baeba,c947f5ccecda8e277a72d838efce393b3f2592401356a5e751e9c6bcfbf0061d,0e55c7d9da473fb35ec1d0272b6774e747ef04be798119c2bf54392dcd7dcfa1,True,c947f5ccecda8e277a72d838efce393b3f2592401356a5e751e9c6bcfbf0061d,c947f5ccecda8e277a72d838efce393b3f2592401356a5e751e9c6bcfbf0061d,c947f5ccecda8e277a72d838efce393b3f2592401356a5e751e9c6bcfbf0061d,fenced_python,extracted,1797,syntax_error,FAILED,FAIL,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,normalization_only
qwen3_5_4b__ce115_calc_exact_rational_expression_l1__ab2d__seed_2026072004,ce115_calc_exact_rational_expression_l1,ab2d,2026072004,5e5e9660a82d4b248f667b7446d0602e877fdd1c781d468723a454852469b841,2627,5804b53b6b8cee01919f97e755eac3fa207c1245abfafd5b8cfa4e98d19da985,5e5e9660a82d4b248f667b7446d0602e877fdd1c781d468723a454852469b841,5e5e9660a82d4b248f667b7446d0602e877fdd1c781d468723a454852469b841,True,5e5e9660a82d4b248f667b7446d0602e877fdd1c781d468723a454852469b841,5e5e9660a82d4b248f667b7446d0602e877fdd1c781d468723a454852469b841,5e5e9660a82d4b248f667b7446d0602e877fdd1c781d468723a454852469b841,plain_text,extracted,2627,syntax_error,FAILED,FAIL,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,normalization_only
qwen3_5_4b__ce115_calc_exact_rational_expression_l1__ab2d_spec_v2__seed_2026071301,ce115_calc_exact_rational_expression_l1,ab2d_spec_v2,2026071301,521ca8ebfb7ab571e435a976419e552636140dc5291e783efacc46c1b0fc0cdf,9558,7c4eb666481172542729ce8bbc28499f5aca281aea4ce90331a3b76390803396,0337d8a29ed924571bcd541e9bdcbe3dae0fc105baf2b269e5c90eb0f348f019,521ca8ebfb7ab571e435a976419e552636140dc5291e783efacc46c1b0fc0cdf,True,0337d8a29ed924571bcd541e9bdcbe3dae0fc105baf2b269e5c90eb0f348f019,0337d8a29ed924571bcd541e9bdcbe3dae0fc105baf2b269e5c90eb0f348f019,0337d8a29ed924571bcd541e9bdcbe3dae0fc105baf2b269e5c90eb0f348f019,fenced_python,extracted,9545,parses_ok,PASSED,PASS,False,PASSED,False,False,,,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce115_calc_exact_rational_expression_l1__ab2d_spec_v2__seed_2026072001,ce115_calc_exact_rational_expression_l1,ab2d_spec_v2,2026072001,64c495a37d82fbb2f175988e8dc6ec2df1ec2a531397fde25a30209055aa3719,7407,f7ef73db713a6d5b723c97e2f9e99b478985bd2b244d693e4e639d53d4dc724f,c27b48b06473d329adb2eede78963b11b90ace10bc6ce81504f0ca8579645c2e,64c495a37d82fbb2f175988e8dc6ec2df1ec2a531397fde25a30209055aa3719,True,c27b48b06473d329adb2eede78963b11b90ace10bc6ce81504f0ca8579645c2e,c27b48b06473d329adb2eede78963b11b90ace10bc6ce81504f0ca8579645c2e,c27b48b06473d329adb2eede78963b11b90ace10bc6ce81504f0ca8579645c2e,fenced_python,extracted,7394,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce115_calc_exact_rational_expression_l1__ab2d_spec_v2__seed_2026072002,ce115_calc_exact_rational_expression_l1,ab2d_spec_v2,2026072002,7cfe4d87f28e3df17324e520ac8d1f1e7506db126aed1c210bcb5ef17903c504,1721,a1fef64da9a1589ac757d4456e40d95d3628667e4a1a11e889a8f7fd0cf2fdf4,618a1be0f2fa92197a21a478b9a8c91206f49f25ed1af4d35c42ef48d43609b5,7cfe4d87f28e3df17324e520ac8d1f1e7506db126aed1c210bcb5ef17903c504,True,618a1be0f2fa92197a21a478b9a8c91206f49f25ed1af4d35c42ef48d43609b5,618a1be0f2fa92197a21a478b9a8c91206f49f25ed1af4d35c42ef48d43609b5,618a1be0f2fa92197a21a478b9a8c91206f49f25ed1af4d35c42ef48d43609b5,fenced_python,extracted,1708,syntax_error,FAILED,FAIL,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,normalization_only
qwen3_5_4b__ce115_calc_exact_rational_expression_l1__ab2d_spec_v2__seed_2026072003,ce115_calc_exact_rational_expression_l1,ab2d_spec_v2,2026072003,0da18519267c10318578c6709d96e0d188067352ae305e5257a42fe60cf6eb5f,15543,dcfd395506d62bebef92cd8fe72a5b6a6933b724b0b49b8996bed292c1a494d6,0da18519267c10318578c6709d96e0d188067352ae305e5257a42fe60cf6eb5f,0da18519267c10318578c6709d96e0d188067352ae305e5257a42fe60cf6eb5f,True,0da18519267c10318578c6709d96e0d188067352ae305e5257a42fe60cf6eb5f,0da18519267c10318578c6709d96e0d188067352ae305e5257a42fe60cf6eb5f,0da18519267c10318578c6709d96e0d188067352ae305e5257a42fe60cf6eb5f,plain_text,extracted,15543,syntax_error,FAILED,FAIL,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,normalization_only
qwen3_5_4b__ce115_calc_exact_rational_expression_l1__ab2d_spec_v2__seed_2026072004,ce115_calc_exact_rational_expression_l1,ab2d_spec_v2,2026072004,07d7ea7624b76346522e6e7052514716cb2b6ebd338f2d1a772bc6201b91dfbd,2847,956703ff9cdc760eee55c109a36f9b1beb93c0939e1ae5067bf2268085434cbf,e71372f485760bae22665623ce1dcc737ec8ab7a4ae5f921fc868eb959d32fa2,07d7ea7624b76346522e6e7052514716cb2b6ebd338f2d1a772bc6201b91dfbd,True,e71372f485760bae22665623ce1dcc737ec8ab7a4ae5f921fc868eb959d32fa2,e71372f485760bae22665623ce1dcc737ec8ab7a4ae5f921fc868eb959d32fa2,e71372f485760bae22665623ce1dcc737ec8ab7a4ae5f921fc868eb959d32fa2,fenced_python,extracted,2834,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce115_calc_exact_rational_expression_l1__ab2g__seed_2026071301,ce115_calc_exact_rational_expression_l1,ab2g,2026071301,80e95115d6314983eec9df17aae3653826535369ba18a2f9780c61bafa85fedb,7450,f2269959aac18fe089b9939439d0b59b550ce74ffa454a0c56e36d9a3eac6381,80e95115d6314983eec9df17aae3653826535369ba18a2f9780c61bafa85fedb,80e95115d6314983eec9df17aae3653826535369ba18a2f9780c61bafa85fedb,True,80e95115d6314983eec9df17aae3653826535369ba18a2f9780c61bafa85fedb,80e95115d6314983eec9df17aae3653826535369ba18a2f9780c61bafa85fedb,80e95115d6314983eec9df17aae3653826535369ba18a2f9780c61bafa85fedb,plain_text,extracted,7450,syntax_error,FAILED,FAIL,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,normalization_only
qwen3_5_4b__ce115_calc_exact_rational_expression_l1__ab2g__seed_2026072001,ce115_calc_exact_rational_expression_l1,ab2g,2026072001,305d50d54317e7859bc42be2ce8bd5f3796c44ad5882a166ac8f97de8fbf1f94,3550,c9540538c7371cc3f6764129bfcf95e41ecfa411a01181fdc5ccbdd6131e40f7,305d50d54317e7859bc42be2ce8bd5f3796c44ad5882a166ac8f97de8fbf1f94,305d50d54317e7859bc42be2ce8bd5f3796c44ad5882a166ac8f97de8fbf1f94,True,305d50d54317e7859bc42be2ce8bd5f3796c44ad5882a166ac8f97de8fbf1f94,305d50d54317e7859bc42be2ce8bd5f3796c44ad5882a166ac8f97de8fbf1f94,305d50d54317e7859bc42be2ce8bd5f3796c44ad5882a166ac8f97de8fbf1f94,plain_text,extracted,3550,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce115_calc_exact_rational_expression_l1__ab2g__seed_2026072002,ce115_calc_exact_rational_expression_l1,ab2g,2026072002,3f5f75576a558856d8698fb10450139ed621ffa8dcdd23c45c43246fe849fabf,36697,7333c6c4c6cbe3980daef4c1829ab6bd6d822aec1bea16e892912b3c1e6183d8,3f5f75576a558856d8698fb10450139ed621ffa8dcdd23c45c43246fe849fabf,3f5f75576a558856d8698fb10450139ed621ffa8dcdd23c45c43246fe849fabf,True,3f5f75576a558856d8698fb10450139ed621ffa8dcdd23c45c43246fe849fabf,3f5f75576a558856d8698fb10450139ed621ffa8dcdd23c45c43246fe849fabf,3f5f75576a558856d8698fb10450139ed621ffa8dcdd23c45c43246fe849fabf,plain_text,extracted,36697,syntax_error,FAILED,FAIL,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,normalization_only
qwen3_5_4b__ce115_calc_exact_rational_expression_l1__ab2g__seed_2026072003,ce115_calc_exact_rational_expression_l1,ab2g,2026072003,f7c93ed7f7dd9bd110d5d7769d44d0b2a078e3744bfb3767271b1b847a325651,25472,50c4d0223688fa269e1e1e70da9dcdf8707df45e62713f10b71d44944f36606a,ed8c673479f97240533c3ce64da7c1a0b28803e908a7b375d4c92b93297b2eae,f7c93ed7f7dd9bd110d5d7769d44d0b2a078e3744bfb3767271b1b847a325651,True,ed8c673479f97240533c3ce64da7c1a0b28803e908a7b375d4c92b93297b2eae,ed8c673479f97240533c3ce64da7c1a0b28803e908a7b375d4c92b93297b2eae,ed8c673479f97240533c3ce64da7c1a0b28803e908a7b375d4c92b93297b2eae,fenced_python,extracted,25459,syntax_error,FAILED,FAIL,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,normalization_only
qwen3_5_4b__ce115_calc_exact_rational_expression_l1__ab2g__seed_2026072004,ce115_calc_exact_rational_expression_l1,ab2g,2026072004,2d414a2f68c9d3b6a4caafbd6437fe39472d72da75559e5f38fb70c4a5034487,76454,85b689ad7850ad0e4ab346ddd1c14a8a1d5515d0c5d76f0ea24981e8879e513a,2d414a2f68c9d3b6a4caafbd6437fe39472d72da75559e5f38fb70c4a5034487,2d414a2f68c9d3b6a4caafbd6437fe39472d72da75559e5f38fb70c4a5034487,True,2d414a2f68c9d3b6a4caafbd6437fe39472d72da75559e5f38fb70c4a5034487,2d414a2f68c9d3b6a4caafbd6437fe39472d72da75559e5f38fb70c4a5034487,2d414a2f68c9d3b6a4caafbd6437fe39472d72da75559e5f38fb70c4a5034487,plain_text,extracted,76454,syntax_error,FAILED,FAIL,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,normalization_only
qwen3_5_4b__ce115_calc_polynomial_division_l1__ab1__seed_2026071301,ce115_calc_polynomial_division_l1,ab1,2026071301,9a3433d2e12ab901c7a5a2185f5f668486c81ee0f8d44c505778e2468a01b1a4,506,853974960bf7f5291104091797438a9e4452eccef82cc0a1fd272dfe742118df,9a3433d2e12ab901c7a5a2185f5f668486c81ee0f8d44c505778e2468a01b1a4,9a3433d2e12ab901c7a5a2185f5f668486c81ee0f8d44c505778e2468a01b1a4,True,9a3433d2e12ab901c7a5a2185f5f668486c81ee0f8d44c505778e2468a01b1a4,9a3433d2e12ab901c7a5a2185f5f668486c81ee0f8d44c505778e2468a01b1a4,9a3433d2e12ab901c7a5a2185f5f668486c81ee0f8d44c505778e2468a01b1a4,plain_text,extracted,506,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce115_calc_polynomial_division_l1__ab1__seed_2026072001,ce115_calc_polynomial_division_l1,ab1,2026072001,9a3433d2e12ab901c7a5a2185f5f668486c81ee0f8d44c505778e2468a01b1a4,506,caaee83d63312777d7533e30d936c0b84dcceca3ee5d3e72833535bbf17af10b,9a3433d2e12ab901c7a5a2185f5f668486c81ee0f8d44c505778e2468a01b1a4,9a3433d2e12ab901c7a5a2185f5f668486c81ee0f8d44c505778e2468a01b1a4,True,9a3433d2e12ab901c7a5a2185f5f668486c81ee0f8d44c505778e2468a01b1a4,9a3433d2e12ab901c7a5a2185f5f668486c81ee0f8d44c505778e2468a01b1a4,9a3433d2e12ab901c7a5a2185f5f668486c81ee0f8d44c505778e2468a01b1a4,plain_text,extracted,506,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce115_calc_polynomial_division_l1__ab1__seed_2026072002,ce115_calc_polynomial_division_l1,ab1,2026072002,f5aedc6a4b0a1c8acf0be543b380aacb0a94cb72a65f550fd5f98d0baf9f806c,500,3dea0fb01dbb716e01f7825b8419d654b0cdf7d35bd022c49fb20a99e71e0803,f5aedc6a4b0a1c8acf0be543b380aacb0a94cb72a65f550fd5f98d0baf9f806c,f5aedc6a4b0a1c8acf0be543b380aacb0a94cb72a65f550fd5f98d0baf9f806c,True,f5aedc6a4b0a1c8acf0be543b380aacb0a94cb72a65f550fd5f98d0baf9f806c,f5aedc6a4b0a1c8acf0be543b380aacb0a94cb72a65f550fd5f98d0baf9f806c,f5aedc6a4b0a1c8acf0be543b380aacb0a94cb72a65f550fd5f98d0baf9f806c,plain_text,extracted,500,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce115_calc_polynomial_division_l1__ab1__seed_2026072003,ce115_calc_polynomial_division_l1,ab1,2026072003,249670b979a09de98b9fd04d64f50bba877b772e67bca790d9a76fa3cf2a1431,28924,698fc868338e78aea35b4d9d145f98acacf03c3041243a78fbed663403f5b21d,6adedeb6f2039ecef9273927464ee460bcd0167b08981669d5c09b866fb53c37,249670b979a09de98b9fd04d64f50bba877b772e67bca790d9a76fa3cf2a1431,True,6adedeb6f2039ecef9273927464ee460bcd0167b08981669d5c09b866fb53c37,6adedeb6f2039ecef9273927464ee460bcd0167b08981669d5c09b866fb53c37,6adedeb6f2039ecef9273927464ee460bcd0167b08981669d5c09b866fb53c37,fenced_python,extracted,1236,parses_ok,FAILED,FAIL,True,PASSED,True,True,False,No extractable candidate source for frozen healer.,,False,,False,False,True,False,False,status_changing
qwen3_5_4b__ce115_calc_polynomial_division_l1__ab1__seed_2026072004,ce115_calc_polynomial_division_l1,ab1,2026072004,fde53a41c92018ccd66c67d5b215801a43b367f6f443de630e3dec5759f21e65,516,f2f53f79cb115e8e9d4cae612bf9d602e620b3bcb39ea64fb89a2fe24d274843,fde53a41c92018ccd66c67d5b215801a43b367f6f443de630e3dec5759f21e65,fde53a41c92018ccd66c67d5b215801a43b367f6f443de630e3dec5759f21e65,True,fde53a41c92018ccd66c67d5b215801a43b367f6f443de630e3dec5759f21e65,fde53a41c92018ccd66c67d5b215801a43b367f6f443de630e3dec5759f21e65,fde53a41c92018ccd66c67d5b215801a43b367f6f443de630e3dec5759f21e65,plain_text,extracted,516,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce115_calc_polynomial_division_l1__ab2d__seed_2026071301,ce115_calc_polynomial_division_l1,ab2d,2026071301,2a99b3272f5d7d186f66879483e6b4b19671e4199a2f7ad8cb93bad2d28d8a4f,972,4dacfbfb53918a2de6501c74b4bebde02e41b9a98206c55c4d4e3e7840987817,2a99b3272f5d7d186f66879483e6b4b19671e4199a2f7ad8cb93bad2d28d8a4f,2a99b3272f5d7d186f66879483e6b4b19671e4199a2f7ad8cb93bad2d28d8a4f,True,2a99b3272f5d7d186f66879483e6b4b19671e4199a2f7ad8cb93bad2d28d8a4f,2a99b3272f5d7d186f66879483e6b4b19671e4199a2f7ad8cb93bad2d28d8a4f,2a99b3272f5d7d186f66879483e6b4b19671e4199a2f7ad8cb93bad2d28d8a4f,plain_text,extracted,972,syntax_error,FAILED,FAIL,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,normalization_only
qwen3_5_4b__ce115_calc_polynomial_division_l1__ab2d__seed_2026072001,ce115_calc_polynomial_division_l1,ab2d,2026072001,dc056d3741427b7ff3541cd74b414d5e5fe4b873f96733893ecafda2a5f38896,935,637ca7d626db27ceaff433c3240387dfd4232c6e06b9b60375d0865b379999f0,dc056d3741427b7ff3541cd74b414d5e5fe4b873f96733893ecafda2a5f38896,dc056d3741427b7ff3541cd74b414d5e5fe4b873f96733893ecafda2a5f38896,True,dc056d3741427b7ff3541cd74b414d5e5fe4b873f96733893ecafda2a5f38896,dc056d3741427b7ff3541cd74b414d5e5fe4b873f96733893ecafda2a5f38896,dc056d3741427b7ff3541cd74b414d5e5fe4b873f96733893ecafda2a5f38896,plain_text,extracted,935,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce115_calc_polynomial_division_l1__ab2d__seed_2026072002,ce115_calc_polynomial_division_l1,ab2d,2026072002,a64095651786efff9d6a337c0343ea9f54c79081487b16602a34f28aeff5513a,1009,cc9a8bb507488474350119152a446467c779b95cbdd63f818d2f17dbd74895e1,a64095651786efff9d6a337c0343ea9f54c79081487b16602a34f28aeff5513a,a64095651786efff9d6a337c0343ea9f54c79081487b16602a34f28aeff5513a,True,a64095651786efff9d6a337c0343ea9f54c79081487b16602a34f28aeff5513a,a64095651786efff9d6a337c0343ea9f54c79081487b16602a34f28aeff5513a,a64095651786efff9d6a337c0343ea9f54c79081487b16602a34f28aeff5513a,plain_text,extracted,1009,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce115_calc_polynomial_division_l1__ab2d__seed_2026072003,ce115_calc_polynomial_division_l1,ab2d,2026072003,0c73634c3dc532420a664aa79c09104adb044625f0bbb1264f82d08ee1163ead,2647,74643a1b3271f9401dd6ac3d68e296dab5b2e24d0fd200310e7dab9a423511a5,ea3fa13114561fe5b8963a4534b3f4701ed7bb39e2e63b3dd45bb5e667a957d8,0c73634c3dc532420a664aa79c09104adb044625f0bbb1264f82d08ee1163ead,True,ea3fa13114561fe5b8963a4534b3f4701ed7bb39e2e63b3dd45bb5e667a957d8,ea3fa13114561fe5b8963a4534b3f4701ed7bb39e2e63b3dd45bb5e667a957d8,ea3fa13114561fe5b8963a4534b3f4701ed7bb39e2e63b3dd45bb5e667a957d8,fenced_python,extracted,2634,parses_ok,PASSED,PASS,False,PASSED,False,False,,,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce115_calc_polynomial_division_l1__ab2d__seed_2026072004,ce115_calc_polynomial_division_l1,ab2d,2026072004,5486c6864996bc49900c1f16e9c997740e723485b5f42f6f6eae611c9ee7aa1d,996,85821423b622e8b94269a288794eb863df66e490fe76257193ee4a6c163c53b9,5486c6864996bc49900c1f16e9c997740e723485b5f42f6f6eae611c9ee7aa1d,5486c6864996bc49900c1f16e9c997740e723485b5f42f6f6eae611c9ee7aa1d,True,5486c6864996bc49900c1f16e9c997740e723485b5f42f6f6eae611c9ee7aa1d,5486c6864996bc49900c1f16e9c997740e723485b5f42f6f6eae611c9ee7aa1d,5486c6864996bc49900c1f16e9c997740e723485b5f42f6f6eae611c9ee7aa1d,plain_text,extracted,996,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce115_calc_polynomial_division_l1__ab2d_spec_v2__seed_2026071301,ce115_calc_polynomial_division_l1,ab2d_spec_v2,2026071301,daf9aff39044fe0dd31be8bb48a144a6d9013bf35870f203c869eef839eef257,9128,ae5381da39748815bcd5a401ff652d74585cef2e4e6e55574c13168a1573c535,a1f2a6af5c24395ea5c24965134b2b3a5d3a6e4b24e8bdd44ffae293f84d0780,daf9aff39044fe0dd31be8bb48a144a6d9013bf35870f203c869eef839eef257,True,a1f2a6af5c24395ea5c24965134b2b3a5d3a6e4b24e8bdd44ffae293f84d0780,a1f2a6af5c24395ea5c24965134b2b3a5d3a6e4b24e8bdd44ffae293f84d0780,a1f2a6af5c24395ea5c24965134b2b3a5d3a6e4b24e8bdd44ffae293f84d0780,fenced_python,extracted,9115,parses_ok,PASSED,PASS,False,PASSED,False,False,,,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce115_calc_polynomial_division_l1__ab2d_spec_v2__seed_2026072001,ce115_calc_polynomial_division_l1,ab2d_spec_v2,2026072001,d03faefe4ab3cc9ad481ab1bdf001c9eb7abef70a81a44c4927f11839e44c027,1735,730782352af3bdbe12d738388ecdb92ba2ddbf35077632f6de6673acd05f485e,64caddb4b2d1e7808d1e78ec991143fcc0471b10da89fa6103aa856251d63f08,d03faefe4ab3cc9ad481ab1bdf001c9eb7abef70a81a44c4927f11839e44c027,True,64caddb4b2d1e7808d1e78ec991143fcc0471b10da89fa6103aa856251d63f08,64caddb4b2d1e7808d1e78ec991143fcc0471b10da89fa6103aa856251d63f08,64caddb4b2d1e7808d1e78ec991143fcc0471b10da89fa6103aa856251d63f08,fenced_python,extracted,1722,parses_ok,PASSED,PASS,False,PASSED,False,False,,,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce115_calc_polynomial_division_l1__ab2d_spec_v2__seed_2026072002,ce115_calc_polynomial_division_l1,ab2d_spec_v2,2026072002,33a2a2d9a0f9e65822b4d7c50c6909f10af3a8574ff0771edd014c15bd17cc84,5790,dca1eb9855d5e22f39123154b3cfa7c62602a42caa15cb53e32a8dd24d7707b8,aa150a29e321ad69666c89ef669e17fc71b497eac98c5b9c2a29d2a035644cd4,33a2a2d9a0f9e65822b4d7c50c6909f10af3a8574ff0771edd014c15bd17cc84,True,aa150a29e321ad69666c89ef669e17fc71b497eac98c5b9c2a29d2a035644cd4,aa150a29e321ad69666c89ef669e17fc71b497eac98c5b9c2a29d2a035644cd4,aa150a29e321ad69666c89ef669e17fc71b497eac98c5b9c2a29d2a035644cd4,fenced_python,extracted,5777,parses_ok,PASSED,PASS,False,PASSED,False,False,,,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce115_calc_polynomial_division_l1__ab2d_spec_v2__seed_2026072003,ce115_calc_polynomial_division_l1,ab2d_spec_v2,2026072003,7cbff12b240f52075fc43b1f8213e1f363e7820894fae80a4bff8d3fb85b7286,2071,c76a8522739052b082b708e4a9d7256eb8d0b2c45fb89e00d741d6fad02248b0,61392dca8a69aca2f4a6a57087b3a6f8a94861c4ea27ec6a341010cfebab0203,7cbff12b240f52075fc43b1f8213e1f363e7820894fae80a4bff8d3fb85b7286,True,61392dca8a69aca2f4a6a57087b3a6f8a94861c4ea27ec6a341010cfebab0203,61392dca8a69aca2f4a6a57087b3a6f8a94861c4ea27ec6a341010cfebab0203,61392dca8a69aca2f4a6a57087b3a6f8a94861c4ea27ec6a341010cfebab0203,fenced_python,extracted,2058,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce115_calc_polynomial_division_l1__ab2d_spec_v2__seed_2026072004,ce115_calc_polynomial_division_l1,ab2d_spec_v2,2026072004,45c392058dc45cc2cecae83d17c483769e0e670762da331e13141749f49c6878,6870,cd3d1e3d1fa5964610d3be53bf04797bf6a2e2828c309ab79d93e3f25f8143bd,56f485741ee18fc99511e418ad56f50e7cdeb7080a3c88370ab56b1fc385f290,45c392058dc45cc2cecae83d17c483769e0e670762da331e13141749f49c6878,True,56f485741ee18fc99511e418ad56f50e7cdeb7080a3c88370ab56b1fc385f290,56f485741ee18fc99511e418ad56f50e7cdeb7080a3c88370ab56b1fc385f290,56f485741ee18fc99511e418ad56f50e7cdeb7080a3c88370ab56b1fc385f290,fenced_python,extracted,6857,parses_ok,PASSED,PASS,False,PASSED,False,False,,,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce115_calc_polynomial_division_l1__ab2g__seed_2026071301,ce115_calc_polynomial_division_l1,ab2g,2026071301,2d62053b8986f5e15637fa8949bfadddb091c7ea57dc4426734aa73ebe65fbd5,26799,f97ea776565f81c6e372ee14027f4a395b6ec9aacf1e63e9336beaac67f0553b,2d62053b8986f5e15637fa8949bfadddb091c7ea57dc4426734aa73ebe65fbd5,2d62053b8986f5e15637fa8949bfadddb091c7ea57dc4426734aa73ebe65fbd5,True,2d62053b8986f5e15637fa8949bfadddb091c7ea57dc4426734aa73ebe65fbd5,2d62053b8986f5e15637fa8949bfadddb091c7ea57dc4426734aa73ebe65fbd5,2d62053b8986f5e15637fa8949bfadddb091c7ea57dc4426734aa73ebe65fbd5,plain_text,extracted,26799,syntax_error,FAILED,FAIL,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,normalization_only
