cell_id,task_id,condition,seed,original_response_sha256,original_response_byte_length,method1_evaluated_artifact_sha256,method1_candidate_hash,method1_raw_response_sha256,method1_artifact_vs_candidate_differ,method2_raw_source_sha256,method2_raw_source_actual_sha256_recomputed,method2_final_source_sha256,method2_extraction_method,method2_extraction_status,source_byte_length_method2_raw,parse_status_method2_raw,method1_final_status,method1_g1_parse,method1_eligibility_record_exists,method2_raw_status,status_changes,method1_eligibility_source_present,method1_healer_eligible,method1_eligibility_reason,method1_matched_rule_probe,method2_eligible,method2_rule_id,method2_rule_triggered,method2_source_changed_flag,artifact_vs_m2raw_source_differ,candidate_vs_m2raw_source_differ,eligibility_only_diff,classification
qwen3_5_4b__ce111_q03_prime_factor_selection__ab2g__seed_2026072004,ce111_q03_prime_factor_selection,ab2g,2026072004,fbd950d0aa7eaebb3c9a78e54276c64c4030f67b420dcea8a9e497ba3d2ecf1c,3023,5fa878a58e0277f20311c9dc47b8ccb4d912a6cdcadaa138ae497a7d14108689,fbd950d0aa7eaebb3c9a78e54276c64c4030f67b420dcea8a9e497ba3d2ecf1c,fbd950d0aa7eaebb3c9a78e54276c64c4030f67b420dcea8a9e497ba3d2ecf1c,True,fbd950d0aa7eaebb3c9a78e54276c64c4030f67b420dcea8a9e497ba3d2ecf1c,fbd950d0aa7eaebb3c9a78e54276c64c4030f67b420dcea8a9e497ba3d2ecf1c,fbd950d0aa7eaebb3c9a78e54276c64c4030f67b420dcea8a9e497ba3d2ecf1c,plain_text,extracted,3023,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q05_exact_fraction_expression__ab1__seed_2026071301,ce111_q05_exact_fraction_expression,ab1,2026071301,699c13bbecbc2506391a20447a444d3356eb0fbe9db5692c1870c67f51a60c42,374,7ab9757b03d6ecce6ab2bc8da4c0066c1624a145c5b0a3bef2389f48f62bd1d3,699c13bbecbc2506391a20447a444d3356eb0fbe9db5692c1870c67f51a60c42,699c13bbecbc2506391a20447a444d3356eb0fbe9db5692c1870c67f51a60c42,True,699c13bbecbc2506391a20447a444d3356eb0fbe9db5692c1870c67f51a60c42,699c13bbecbc2506391a20447a444d3356eb0fbe9db5692c1870c67f51a60c42,699c13bbecbc2506391a20447a444d3356eb0fbe9db5692c1870c67f51a60c42,plain_text,extracted,374,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q05_exact_fraction_expression__ab1__seed_2026072001,ce111_q05_exact_fraction_expression,ab1,2026072001,f105e39a7e554da0068700e68df4f093fb68c4816e57c002a08e941fc3c83185,413,805ee767bab2410c317cdb3740f45a489f679fab888bd49371a1d527315226d6,f105e39a7e554da0068700e68df4f093fb68c4816e57c002a08e941fc3c83185,f105e39a7e554da0068700e68df4f093fb68c4816e57c002a08e941fc3c83185,True,f105e39a7e554da0068700e68df4f093fb68c4816e57c002a08e941fc3c83185,f105e39a7e554da0068700e68df4f093fb68c4816e57c002a08e941fc3c83185,f105e39a7e554da0068700e68df4f093fb68c4816e57c002a08e941fc3c83185,plain_text,extracted,413,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q05_exact_fraction_expression__ab1__seed_2026072002,ce111_q05_exact_fraction_expression,ab1,2026072002,d6eb7ba250c8e100978a259581685c6525b5459669f0998a39b3f53fa2a949b5,416,739f757595fd9734de6d8fa8dbade4879650e73841071896c506eb20f2b4c20b,d6eb7ba250c8e100978a259581685c6525b5459669f0998a39b3f53fa2a949b5,d6eb7ba250c8e100978a259581685c6525b5459669f0998a39b3f53fa2a949b5,True,d6eb7ba250c8e100978a259581685c6525b5459669f0998a39b3f53fa2a949b5,d6eb7ba250c8e100978a259581685c6525b5459669f0998a39b3f53fa2a949b5,d6eb7ba250c8e100978a259581685c6525b5459669f0998a39b3f53fa2a949b5,plain_text,extracted,416,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q05_exact_fraction_expression__ab1__seed_2026072003,ce111_q05_exact_fraction_expression,ab1,2026072003,8366e0802c199d00389cc5108b8b81219b156eaf3ec4438de5234c9dcf5baac1,988,34b2ceea21c9d0260d4cc3c0fa7493562172de5e2d37b79cf72d77ebf105543d,8366e0802c199d00389cc5108b8b81219b156eaf3ec4438de5234c9dcf5baac1,8366e0802c199d00389cc5108b8b81219b156eaf3ec4438de5234c9dcf5baac1,True,8366e0802c199d00389cc5108b8b81219b156eaf3ec4438de5234c9dcf5baac1,8366e0802c199d00389cc5108b8b81219b156eaf3ec4438de5234c9dcf5baac1,8366e0802c199d00389cc5108b8b81219b156eaf3ec4438de5234c9dcf5baac1,plain_text,extracted,988,parses_ok,PASSED,PASS,False,PASSED,False,False,,,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q05_exact_fraction_expression__ab1__seed_2026072004,ce111_q05_exact_fraction_expression,ab1,2026072004,7f862a8cb5652c6848cd7485da8afe8a53bfc236128de8d5f58dceee7bd61a57,416,4e45291ac8ac8e02f2662e32fba0cbd13d0981efd7364601d4253f7d84149f84,7f862a8cb5652c6848cd7485da8afe8a53bfc236128de8d5f58dceee7bd61a57,7f862a8cb5652c6848cd7485da8afe8a53bfc236128de8d5f58dceee7bd61a57,True,7f862a8cb5652c6848cd7485da8afe8a53bfc236128de8d5f58dceee7bd61a57,7f862a8cb5652c6848cd7485da8afe8a53bfc236128de8d5f58dceee7bd61a57,7f862a8cb5652c6848cd7485da8afe8a53bfc236128de8d5f58dceee7bd61a57,plain_text,extracted,416,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q05_exact_fraction_expression__ab2d__seed_2026071301,ce111_q05_exact_fraction_expression,ab2d,2026071301,1d2ce7740ee8a33292e9c60e454cb620066058f81cd99b883a14f9bda3619504,1237,74a6b7e7d0e6d2a35532e0a9ac7ecb8c7248cda1716f90cd61ac69cb319254fd,1d2ce7740ee8a33292e9c60e454cb620066058f81cd99b883a14f9bda3619504,1d2ce7740ee8a33292e9c60e454cb620066058f81cd99b883a14f9bda3619504,True,1d2ce7740ee8a33292e9c60e454cb620066058f81cd99b883a14f9bda3619504,1d2ce7740ee8a33292e9c60e454cb620066058f81cd99b883a14f9bda3619504,1d2ce7740ee8a33292e9c60e454cb620066058f81cd99b883a14f9bda3619504,plain_text,extracted,1237,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q05_exact_fraction_expression__ab2d__seed_2026072001,ce111_q05_exact_fraction_expression,ab2d,2026072001,cbef978f47ca16fb83e1aaf41670fd7ecf27a59f3ca89b7f56e4142ee600de9e,1546,e6e6a38dcc3b143fcbaef3607f4407a88bcd6b23d3abb7191ca01636b2d996de,cbef978f47ca16fb83e1aaf41670fd7ecf27a59f3ca89b7f56e4142ee600de9e,cbef978f47ca16fb83e1aaf41670fd7ecf27a59f3ca89b7f56e4142ee600de9e,True,cbef978f47ca16fb83e1aaf41670fd7ecf27a59f3ca89b7f56e4142ee600de9e,cbef978f47ca16fb83e1aaf41670fd7ecf27a59f3ca89b7f56e4142ee600de9e,cbef978f47ca16fb83e1aaf41670fd7ecf27a59f3ca89b7f56e4142ee600de9e,plain_text,extracted,1546,parses_ok,PASSED,PASS,False,PASSED,False,False,,,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q05_exact_fraction_expression__ab2d__seed_2026072002,ce111_q05_exact_fraction_expression,ab2d,2026072002,ae78b9662e5572d710a11b5cb6e3e3ea995fa93472eaf85aa1ce5aef37f53c3e,1243,507e58b2e172ff1fb6f1673f28059247a260e02c0583dc69a17c60dc3254009a,ae78b9662e5572d710a11b5cb6e3e3ea995fa93472eaf85aa1ce5aef37f53c3e,ae78b9662e5572d710a11b5cb6e3e3ea995fa93472eaf85aa1ce5aef37f53c3e,True,ae78b9662e5572d710a11b5cb6e3e3ea995fa93472eaf85aa1ce5aef37f53c3e,ae78b9662e5572d710a11b5cb6e3e3ea995fa93472eaf85aa1ce5aef37f53c3e,ae78b9662e5572d710a11b5cb6e3e3ea995fa93472eaf85aa1ce5aef37f53c3e,plain_text,extracted,1243,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q05_exact_fraction_expression__ab2d__seed_2026072003,ce111_q05_exact_fraction_expression,ab2d,2026072003,33e3d168ca5ca065e3eb87c870f4e6a8f12f98396a0daef8d21d60d1cfd48884,3693,4c6a75d1bb1c5d3864eb6564517bbbedab90b4d16db579bef1eb16b4d2701ca1,9df1f62d4216fc8ea45aebd20bf3d05b4ad101d2fc98a54c3b2c759deabed218,33e3d168ca5ca065e3eb87c870f4e6a8f12f98396a0daef8d21d60d1cfd48884,True,9df1f62d4216fc8ea45aebd20bf3d05b4ad101d2fc98a54c3b2c759deabed218,9df1f62d4216fc8ea45aebd20bf3d05b4ad101d2fc98a54c3b2c759deabed218,9df1f62d4216fc8ea45aebd20bf3d05b4ad101d2fc98a54c3b2c759deabed218,fenced_python,extracted,3680,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q05_exact_fraction_expression__ab2d__seed_2026072004,ce111_q05_exact_fraction_expression,ab2d,2026072004,bad45eb5333f75d25b3ac49ec91a32ec435d6436aacbb20d4a16094aa3e29dd3,2103,4bc96e4fc5bd34e6b2d7a487a0c4420e21c3792df0a8a2338a1582e192c6d74c,bad45eb5333f75d25b3ac49ec91a32ec435d6436aacbb20d4a16094aa3e29dd3,bad45eb5333f75d25b3ac49ec91a32ec435d6436aacbb20d4a16094aa3e29dd3,True,bad45eb5333f75d25b3ac49ec91a32ec435d6436aacbb20d4a16094aa3e29dd3,bad45eb5333f75d25b3ac49ec91a32ec435d6436aacbb20d4a16094aa3e29dd3,bad45eb5333f75d25b3ac49ec91a32ec435d6436aacbb20d4a16094aa3e29dd3,plain_text,extracted,2103,syntax_error,FAILED,FAIL,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,normalization_only
qwen3_5_4b__ce111_q05_exact_fraction_expression__ab2d_spec_v2__seed_2026071301,ce111_q05_exact_fraction_expression,ab2d_spec_v2,2026071301,d71946c1ded6382c520702e07aa4f5f00234aaa8b8642c79f9f332626086d219,2155,b5f4ba0ff9d40c8d3bc79a44adae1ee66727e2bc142ec4987981cc2dd26298ab,d71946c1ded6382c520702e07aa4f5f00234aaa8b8642c79f9f332626086d219,d71946c1ded6382c520702e07aa4f5f00234aaa8b8642c79f9f332626086d219,True,d71946c1ded6382c520702e07aa4f5f00234aaa8b8642c79f9f332626086d219,d71946c1ded6382c520702e07aa4f5f00234aaa8b8642c79f9f332626086d219,d71946c1ded6382c520702e07aa4f5f00234aaa8b8642c79f9f332626086d219,plain_text,extracted,2155,syntax_error,FAILED,FAIL,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,normalization_only
qwen3_5_4b__ce111_q05_exact_fraction_expression__ab2d_spec_v2__seed_2026072001,ce111_q05_exact_fraction_expression,ab2d_spec_v2,2026072001,59606ce4d29100bb48a68426d220270adb4e70e02b5ebdd3e0086de0d40c6cdf,1011,1ecbfc0d3372cceb255947535329916862f926147750670afd4db6bb90c3bf68,59606ce4d29100bb48a68426d220270adb4e70e02b5ebdd3e0086de0d40c6cdf,59606ce4d29100bb48a68426d220270adb4e70e02b5ebdd3e0086de0d40c6cdf,True,59606ce4d29100bb48a68426d220270adb4e70e02b5ebdd3e0086de0d40c6cdf,59606ce4d29100bb48a68426d220270adb4e70e02b5ebdd3e0086de0d40c6cdf,59606ce4d29100bb48a68426d220270adb4e70e02b5ebdd3e0086de0d40c6cdf,plain_text,extracted,1011,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q05_exact_fraction_expression__ab2d_spec_v2__seed_2026072002,ce111_q05_exact_fraction_expression,ab2d_spec_v2,2026072002,8e924c2416a1ddf04b71c8d8398288e69be8d4c21f4235d9a8e0c0c044017c4a,1780,6f4fa37ff8c3ad5eb440a468a5cda183197af13e86f054e8f30dad872b958149,8e924c2416a1ddf04b71c8d8398288e69be8d4c21f4235d9a8e0c0c044017c4a,8e924c2416a1ddf04b71c8d8398288e69be8d4c21f4235d9a8e0c0c044017c4a,True,8e924c2416a1ddf04b71c8d8398288e69be8d4c21f4235d9a8e0c0c044017c4a,8e924c2416a1ddf04b71c8d8398288e69be8d4c21f4235d9a8e0c0c044017c4a,8e924c2416a1ddf04b71c8d8398288e69be8d4c21f4235d9a8e0c0c044017c4a,plain_text,extracted,1780,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q05_exact_fraction_expression__ab2d_spec_v2__seed_2026072003,ce111_q05_exact_fraction_expression,ab2d_spec_v2,2026072003,c725d279f7eee2ed1229fd5f92af5470356613359ef63e99cc4875a4c02ff385,1374,f08a870f1b4b055c30c07a289948f91373c9511c1aa575c03b24b867609a5830,c725d279f7eee2ed1229fd5f92af5470356613359ef63e99cc4875a4c02ff385,c725d279f7eee2ed1229fd5f92af5470356613359ef63e99cc4875a4c02ff385,True,c725d279f7eee2ed1229fd5f92af5470356613359ef63e99cc4875a4c02ff385,c725d279f7eee2ed1229fd5f92af5470356613359ef63e99cc4875a4c02ff385,c725d279f7eee2ed1229fd5f92af5470356613359ef63e99cc4875a4c02ff385,plain_text,extracted,1374,syntax_error,FAILED,FAIL,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,normalization_only
qwen3_5_4b__ce111_q05_exact_fraction_expression__ab2d_spec_v2__seed_2026072004,ce111_q05_exact_fraction_expression,ab2d_spec_v2,2026072004,f838ff92c223a5ea04592447ff6ac223d8b529340cab9d395786735272126d9b,1393,738f21c601b531c929befbe8888730bbd5b8a252ed7af09b1eccad643cd975c5,f838ff92c223a5ea04592447ff6ac223d8b529340cab9d395786735272126d9b,f838ff92c223a5ea04592447ff6ac223d8b529340cab9d395786735272126d9b,True,f838ff92c223a5ea04592447ff6ac223d8b529340cab9d395786735272126d9b,f838ff92c223a5ea04592447ff6ac223d8b529340cab9d395786735272126d9b,f838ff92c223a5ea04592447ff6ac223d8b529340cab9d395786735272126d9b,plain_text,extracted,1393,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q05_exact_fraction_expression__ab2g__seed_2026071301,ce111_q05_exact_fraction_expression,ab2g,2026071301,6af7a6a4772eb39dcaeda2ed36b73900ec9118800e0a1d606415ba92e8565aaa,1790,3e13a6e5b096105e82fe4d82faaee9405eae5214a559329bd1f3ca8d6fc5262b,6af7a6a4772eb39dcaeda2ed36b73900ec9118800e0a1d606415ba92e8565aaa,6af7a6a4772eb39dcaeda2ed36b73900ec9118800e0a1d606415ba92e8565aaa,True,6af7a6a4772eb39dcaeda2ed36b73900ec9118800e0a1d606415ba92e8565aaa,6af7a6a4772eb39dcaeda2ed36b73900ec9118800e0a1d606415ba92e8565aaa,6af7a6a4772eb39dcaeda2ed36b73900ec9118800e0a1d606415ba92e8565aaa,plain_text,extracted,1790,parses_ok,PASSED,PASS,False,PASSED,False,False,,,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q05_exact_fraction_expression__ab2g__seed_2026072001,ce111_q05_exact_fraction_expression,ab2g,2026072001,85500b6eb234e4bb58859724b774052ae6c88e279d5df5a1329740cde6fca8ab,2119,69141cdb5f50277ada3508c9922f9ae3363d0ca431a4dd80658c28116d804e44,85500b6eb234e4bb58859724b774052ae6c88e279d5df5a1329740cde6fca8ab,85500b6eb234e4bb58859724b774052ae6c88e279d5df5a1329740cde6fca8ab,True,85500b6eb234e4bb58859724b774052ae6c88e279d5df5a1329740cde6fca8ab,85500b6eb234e4bb58859724b774052ae6c88e279d5df5a1329740cde6fca8ab,85500b6eb234e4bb58859724b774052ae6c88e279d5df5a1329740cde6fca8ab,plain_text,extracted,2119,syntax_error,FAILED,FAIL,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,normalization_only
qwen3_5_4b__ce111_q05_exact_fraction_expression__ab2g__seed_2026072002,ce111_q05_exact_fraction_expression,ab2g,2026072002,cc1371b2df40acf828d5ef2eb142ea416261fb5920db2fa262603c9dd341fe7d,1021,63b7d88c1c2cc75cca594c8f193a941042a0af86b2bb93bf2fce5d5520125bba,cc1371b2df40acf828d5ef2eb142ea416261fb5920db2fa262603c9dd341fe7d,cc1371b2df40acf828d5ef2eb142ea416261fb5920db2fa262603c9dd341fe7d,True,cc1371b2df40acf828d5ef2eb142ea416261fb5920db2fa262603c9dd341fe7d,cc1371b2df40acf828d5ef2eb142ea416261fb5920db2fa262603c9dd341fe7d,cc1371b2df40acf828d5ef2eb142ea416261fb5920db2fa262603c9dd341fe7d,plain_text,extracted,1021,parses_ok,PASSED,PASS,False,PASSED,False,False,,,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q05_exact_fraction_expression__ab2g__seed_2026072003,ce111_q05_exact_fraction_expression,ab2g,2026072003,0939f0a01ed1de38ab3e544c84a9fee327a08fc028adbdfdda6f437ee489802f,1264,fda9ab1028b5004e6fa35cccb58eb860d8652a1390a30aec3db10d9ea9d723b0,0939f0a01ed1de38ab3e544c84a9fee327a08fc028adbdfdda6f437ee489802f,0939f0a01ed1de38ab3e544c84a9fee327a08fc028adbdfdda6f437ee489802f,True,0939f0a01ed1de38ab3e544c84a9fee327a08fc028adbdfdda6f437ee489802f,0939f0a01ed1de38ab3e544c84a9fee327a08fc028adbdfdda6f437ee489802f,0939f0a01ed1de38ab3e544c84a9fee327a08fc028adbdfdda6f437ee489802f,plain_text,extracted,1264,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q05_exact_fraction_expression__ab2g__seed_2026072004,ce111_q05_exact_fraction_expression,ab2g,2026072004,e54e3e6ad623c10f61f3664c282ac1f902f801665e40358f919e6f7e0bc41212,1152,2b1c51213c009897a09c590426f2798f5804ee78f6402c6db5a4d66076e3e7c9,e54e3e6ad623c10f61f3664c282ac1f902f801665e40358f919e6f7e0bc41212,e54e3e6ad623c10f61f3664c282ac1f902f801665e40358f919e6f7e0bc41212,True,e54e3e6ad623c10f61f3664c282ac1f902f801665e40358f919e6f7e0bc41212,e54e3e6ad623c10f61f3664c282ac1f902f801665e40358f919e6f7e0bc41212,e54e3e6ad623c10f61f3664c282ac1f902f801665e40358f919e6f7e0bc41212,plain_text,extracted,1152,parses_ok,PASSED,PASS,False,PASSED,False,False,,,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q08_polynomial_factor_parameter_recovery__ab1__seed_2026071301,ce111_q08_polynomial_factor_parameter_recovery,ab1,2026071301,771fb1cad94711b3b0135e6a65b287f0e4cc33349385ae78c30252a7e7bd4f8c,24645,f6cbfc4ed4933ee92ea73ebc245c2a62529c8bd56892fe7dd13c91e21a3599f9,771fb1cad94711b3b0135e6a65b287f0e4cc33349385ae78c30252a7e7bd4f8c,771fb1cad94711b3b0135e6a65b287f0e4cc33349385ae78c30252a7e7bd4f8c,True,771fb1cad94711b3b0135e6a65b287f0e4cc33349385ae78c30252a7e7bd4f8c,771fb1cad94711b3b0135e6a65b287f0e4cc33349385ae78c30252a7e7bd4f8c,771fb1cad94711b3b0135e6a65b287f0e4cc33349385ae78c30252a7e7bd4f8c,plain_text,extracted,24645,syntax_error,FAILED,FAIL,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,normalization_only
qwen3_5_4b__ce111_q08_polynomial_factor_parameter_recovery__ab1__seed_2026072001,ce111_q08_polynomial_factor_parameter_recovery,ab1,2026072001,d341b3ba6d505be4c2be4a2ca12925c0ca87bdf9e515b5fc04a7ee2afdd739e0,12531,b3ee4f5d5b388974d4a1d81b63513fc5e05b80afd07228f5c961d69829a656ae,d341b3ba6d505be4c2be4a2ca12925c0ca87bdf9e515b5fc04a7ee2afdd739e0,d341b3ba6d505be4c2be4a2ca12925c0ca87bdf9e515b5fc04a7ee2afdd739e0,True,d341b3ba6d505be4c2be4a2ca12925c0ca87bdf9e515b5fc04a7ee2afdd739e0,d341b3ba6d505be4c2be4a2ca12925c0ca87bdf9e515b5fc04a7ee2afdd739e0,d341b3ba6d505be4c2be4a2ca12925c0ca87bdf9e515b5fc04a7ee2afdd739e0,plain_text,extracted,12531,parses_ok,PASSED,PASS,False,PASSED,False,False,,,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q08_polynomial_factor_parameter_recovery__ab1__seed_2026072002,ce111_q08_polynomial_factor_parameter_recovery,ab1,2026072002,37624f87b8f62719abf385b2bec15d448ceda4aab4fbce5d054a045195ae12ee,1671,8cf75d88fd00957111c4d371f11f0475fd5847836de74245befc75451aaebf2b,37624f87b8f62719abf385b2bec15d448ceda4aab4fbce5d054a045195ae12ee,37624f87b8f62719abf385b2bec15d448ceda4aab4fbce5d054a045195ae12ee,True,37624f87b8f62719abf385b2bec15d448ceda4aab4fbce5d054a045195ae12ee,37624f87b8f62719abf385b2bec15d448ceda4aab4fbce5d054a045195ae12ee,37624f87b8f62719abf385b2bec15d448ceda4aab4fbce5d054a045195ae12ee,plain_text,extracted,1671,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q08_polynomial_factor_parameter_recovery__ab1__seed_2026072003,ce111_q08_polynomial_factor_parameter_recovery,ab1,2026072003,4939742a3e296a2915c8907fe208f115cd071f226659a8ca5bf5790b5520c13a,509,e01ccd3c770960563f4633e5bfc06231e4bee4b72c22d8e45e0d827dd99ddaf0,4939742a3e296a2915c8907fe208f115cd071f226659a8ca5bf5790b5520c13a,4939742a3e296a2915c8907fe208f115cd071f226659a8ca5bf5790b5520c13a,True,4939742a3e296a2915c8907fe208f115cd071f226659a8ca5bf5790b5520c13a,4939742a3e296a2915c8907fe208f115cd071f226659a8ca5bf5790b5520c13a,4939742a3e296a2915c8907fe208f115cd071f226659a8ca5bf5790b5520c13a,plain_text,extracted,509,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q08_polynomial_factor_parameter_recovery__ab1__seed_2026072004,ce111_q08_polynomial_factor_parameter_recovery,ab1,2026072004,3015ceb3f813e6e4519d983e0085fb747ecf5da59385f9d0c868b8a86928334e,1557,b0eb0e9fb3e8302e81fc625ae759422503f658f4d541eef9223361fd75a819a3,3015ceb3f813e6e4519d983e0085fb747ecf5da59385f9d0c868b8a86928334e,3015ceb3f813e6e4519d983e0085fb747ecf5da59385f9d0c868b8a86928334e,True,3015ceb3f813e6e4519d983e0085fb747ecf5da59385f9d0c868b8a86928334e,3015ceb3f813e6e4519d983e0085fb747ecf5da59385f9d0c868b8a86928334e,3015ceb3f813e6e4519d983e0085fb747ecf5da59385f9d0c868b8a86928334e,plain_text,extracted,1557,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q08_polynomial_factor_parameter_recovery__ab2d__seed_2026071301,ce111_q08_polynomial_factor_parameter_recovery,ab2d,2026071301,8b9fb863cd890aa0cfd37d5f06c8ac3e8c05655ec379410e9061a24f334f6c63,8014,82c5ab96c33a11907b304b6e3802b2dab54a88e0109dda22864d00ed07a8c71f,8b9fb863cd890aa0cfd37d5f06c8ac3e8c05655ec379410e9061a24f334f6c63,8b9fb863cd890aa0cfd37d5f06c8ac3e8c05655ec379410e9061a24f334f6c63,True,8b9fb863cd890aa0cfd37d5f06c8ac3e8c05655ec379410e9061a24f334f6c63,8b9fb863cd890aa0cfd37d5f06c8ac3e8c05655ec379410e9061a24f334f6c63,8b9fb863cd890aa0cfd37d5f06c8ac3e8c05655ec379410e9061a24f334f6c63,plain_text,extracted,8014,parses_ok,FAILED,PASS,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q08_polynomial_factor_parameter_recovery__ab2d__seed_2026072001,ce111_q08_polynomial_factor_parameter_recovery,ab2d,2026072001,3a90164332582353ebd08a2ae00857083075a0d608a84764456739d65ba8873c,6961,9b3938154820b12e5afddb10e510c35c44e87024fab625f69015041d60f2d758,3a90164332582353ebd08a2ae00857083075a0d608a84764456739d65ba8873c,3a90164332582353ebd08a2ae00857083075a0d608a84764456739d65ba8873c,True,3a90164332582353ebd08a2ae00857083075a0d608a84764456739d65ba8873c,3a90164332582353ebd08a2ae00857083075a0d608a84764456739d65ba8873c,3a90164332582353ebd08a2ae00857083075a0d608a84764456739d65ba8873c,plain_text,extracted,6961,parses_ok,PASSED,PASS,False,PASSED,False,False,,,,False,,False,False,True,False,False,equivalent_extraction
qwen3_5_4b__ce111_q08_polynomial_factor_parameter_recovery__ab2d__seed_2026072002,ce111_q08_polynomial_factor_parameter_recovery,ab2d,2026072002,c31ccf4da8a859c4913ddbeb7bf2e4fd19e0a2b9660e10ff1791757e8ab03847,20013,7acf4e4ef04fb4f675e0eb43dc0f885b9330a1a6bcd49ece1a1aa9babc8bde52,c31ccf4da8a859c4913ddbeb7bf2e4fd19e0a2b9660e10ff1791757e8ab03847,c31ccf4da8a859c4913ddbeb7bf2e4fd19e0a2b9660e10ff1791757e8ab03847,True,c31ccf4da8a859c4913ddbeb7bf2e4fd19e0a2b9660e10ff1791757e8ab03847,c31ccf4da8a859c4913ddbeb7bf2e4fd19e0a2b9660e10ff1791757e8ab03847,c31ccf4da8a859c4913ddbeb7bf2e4fd19e0a2b9660e10ff1791757e8ab03847,plain_text,extracted,20013,syntax_error,FAILED,FAIL,True,FAILED,False,True,False,No frozen allowlist rule triggered.,,False,,False,False,True,False,False,normalization_only
qwen3_5_4b__ce111_q08_polynomial_factor_parameter_recovery__ab2d__seed_2026072003,ce111_q08_polynomial_factor_parameter_recovery,ab2d,2026072003,d1ce01151ecc96ec652363e43aa252878d9b87f61c9cea5fc7d1bb67b0c57af2,5558,93cd7cfca054ddda44fb0e912fdde826693f4ef16d86cf42c2d1052b2e637acd,d1ce01151ecc96ec652363e43aa252878d9b87f61c9cea5fc7d1bb67b0c57af2,d1ce01151ecc96ec652363e43aa252878d9b87f61c9cea5fc7d1bb67b0c57af2,True,d1ce01151ecc96ec652363e43aa252878d9b87f61c9cea5fc7d1bb67b0c57af2,d1ce01151ecc96ec652363e43aa252878d9b87f61c9cea5fc7d1bb67b0c57af2,d1ce01151ecc96ec652363e43aa252878d9b87f61c9cea5fc7d1bb67b0c57af2,plain_text,extracted,5558,parses_ok,PASSED,PASS,False,PASSED,False,False,,,,False,,False,False,True,False,False,equivalent_extraction
